idx,item,rejection_id,swapped,type,name1,name2,preamble,no,wait,continuation1,continuation2
2855,159,5,False,arc,Angela,Devon,"The hairdresser, who is an avid foodie, went to the post office.","Thats not true. No,","Hang on a minute. No,",he is not.,he did not.
2856,159,5,True,arc,Angela,Devon,"The hairdresser, who went to the post office, is an avid foodie.","Thats not true. No,","Hang on a minute. No,",he did not.,he is not.
2857,159,6,False,arc,Angela,Devon,"The hairdresser, who is an avid foodie, went to the post office.","Nope,","Wait no,",he is not.,he did not.
2858,159,6,True,arc,Angela,Devon,"The hairdresser, who went to the post office, is an avid foodie.","Nope,","Wait no,",he did not.,he is not.
2859,159,7,False,arc,Angela,Devon,"The hairdresser, who is an avid foodie, went to the post office.","Nope,","Hey, wait a minute. No,",he is not.,he did not.
2860,159,7,True,arc,Angela,Devon,"The hairdresser, who went to the post office, is an avid foodie.","Nope,","Hey, wait a minute. No,",he did not.,he is not.
2861,159,8,False,arc,Angela,Devon,"The hairdresser, who is an avid foodie, went to the post office.","Nope,","Hang on a minute. No,",he is not.,he did not.
2862,159,8,True,arc,Angela,Devon,"The hairdresser, who went to the post office, is an avid foodie.","Nope,","Hang on a minute. No,",he did not.,he is not.
2863,160,0,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","No,","Wait no,",he is not.,he did not.
2864,160,0,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","No,","Wait no,",he did not.,he is not.
2865,160,1,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","No,","Hey, wait a minute. No,",he is not.,he did not.
2866,160,1,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","No,","Hey, wait a minute. No,",he did not.,he is not.
2867,160,2,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","No,","Hang on a minute. No,",he is not.,he did not.
2868,160,2,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","No,","Hang on a minute. No,",he did not.,he is not.
2869,160,3,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","Thats not true. No,","Wait no,",he is not.,he did not.
2870,160,3,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","Thats not true. No,","Wait no,",he did not.,he is not.
2871,160,4,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","Thats not true. No,","Hey, wait a minute. No,",he is not.,he did not.
2872,160,4,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","Thats not true. No,","Hey, wait a minute. No,",he did not.,he is not.
2873,160,5,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","Thats not true. No,","Hang on a minute. No,",he is not.,he did not.
2874,160,5,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","Thats not true. No,","Hang on a minute. No,",he did not.,he is not.
2875,160,6,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","Nope,","Wait no,",he is not.,he did not.
2876,160,6,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","Nope,","Wait no,",he did not.,he is not.
2877,160,7,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","Nope,","Hey, wait a minute. No,",he is not.,he did not.
2878,160,7,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","Nope,","Hey, wait a minute. No,",he did not.,he is not.
2879,160,8,False,arc,Miranda,Victor,"The fisherman, who is good at communication, got stung by a wasp the other day.","Nope,","Hang on a minute. No,",he is not.,he did not.
2880,160,8,True,arc,Miranda,Victor,"The fisherman, who got stung by a wasp the other day, is good at communication.","Nope,","Hang on a minute. No,",he did not.,he is not.
2881,161,0,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","No,","Wait no,",she is not.,she does not.
2882,161,0,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","No,","Wait no,",she does not.,she is not.
2883,161,1,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","No,","Hey, wait a minute. No,",she is not.,she does not.
2884,161,1,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","No,","Hey, wait a minute. No,",she does not.,she is not.
2885,161,2,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","No,","Hang on a minute. No,",she is not.,she does not.
2886,161,2,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","No,","Hang on a minute. No,",she does not.,she is not.
2887,161,3,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","Thats not true. No,","Wait no,",she is not.,she does not.
2888,161,3,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","Thats not true. No,","Wait no,",she does not.,she is not.
2889,161,4,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","Thats not true. No,","Hey, wait a minute. No,",she is not.,she does not.
2890,161,4,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she is not.
2891,161,5,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","Thats not true. No,","Hang on a minute. No,",she is not.,she does not.
2892,161,5,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","Thats not true. No,","Hang on a minute. No,",she does not.,she is not.
2893,161,6,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","Nope,","Wait no,",she is not.,she does not.
2894,161,6,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","Nope,","Wait no,",she does not.,she is not.
2895,161,7,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","Nope,","Hey, wait a minute. No,",she is not.,she does not.
2896,161,7,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","Nope,","Hey, wait a minute. No,",she does not.,she is not.
2897,161,8,False,arc,Max,Liam,"The nun, who is standing next to the tree, has red hair.","Nope,","Hang on a minute. No,",she is not.,she does not.
2898,161,8,True,arc,Max,Liam,"The nun, who has red hair, is standing next to the tree.","Nope,","Hang on a minute. No,",she does not.,she is not.
2899,162,0,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","No,","Wait no,",he is not.,he does not.
2900,162,0,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","No,","Wait no,",he does not.,he is not.
2901,162,1,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","No,","Hey, wait a minute. No,",he is not.,he does not.
2902,162,1,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","No,","Hey, wait a minute. No,",he does not.,he is not.
2903,162,2,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","No,","Hang on a minute. No,",he is not.,he does not.
2904,162,2,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","No,","Hang on a minute. No,",he does not.,he is not.
2905,162,3,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","Thats not true. No,","Wait no,",he is not.,he does not.
2906,162,3,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","Thats not true. No,","Wait no,",he does not.,he is not.
2907,162,4,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","Thats not true. No,","Hey, wait a minute. No,",he is not.,he does not.
2908,162,4,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he is not.
2909,162,5,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","Thats not true. No,","Hang on a minute. No,",he is not.,he does not.
2910,162,5,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","Thats not true. No,","Hang on a minute. No,",he does not.,he is not.
2911,162,6,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","Nope,","Wait no,",he is not.,he does not.
2912,162,6,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","Nope,","Wait no,",he does not.,he is not.
2913,162,7,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","Nope,","Hey, wait a minute. No,",he is not.,he does not.
2914,162,7,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","Nope,","Hey, wait a minute. No,",he does not.,he is not.
2915,162,8,False,arc,Gabriela,George,"The florist, who is tall, has strong opinions about all kinds of things.","Nope,","Hang on a minute. No,",he is not.,he does not.
2916,162,8,True,arc,Gabriela,George,"The florist, who has strong opinions about all kinds of things, is tall.","Nope,","Hang on a minute. No,",he does not.,he is not.
2917,163,0,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","No,","Wait no,",he is not.,he does not.
2918,163,0,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","No,","Wait no,",he does not.,he is not.
2919,163,1,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","No,","Hey, wait a minute. No,",he is not.,he does not.
2920,163,1,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","No,","Hey, wait a minute. No,",he does not.,he is not.
2921,163,2,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","No,","Hang on a minute. No,",he is not.,he does not.
2922,163,2,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","No,","Hang on a minute. No,",he does not.,he is not.
2923,163,3,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","Thats not true. No,","Wait no,",he is not.,he does not.
2924,163,3,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","Thats not true. No,","Wait no,",he does not.,he is not.
2925,163,4,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","Thats not true. No,","Hey, wait a minute. No,",he is not.,he does not.
2926,163,4,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he is not.
2927,163,5,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","Thats not true. No,","Hang on a minute. No,",he is not.,he does not.
2928,163,5,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","Thats not true. No,","Hang on a minute. No,",he does not.,he is not.
2929,163,6,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","Nope,","Wait no,",he is not.,he does not.
2930,163,6,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","Nope,","Wait no,",he does not.,he is not.
2931,163,7,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","Nope,","Hey, wait a minute. No,",he is not.,he does not.
2932,163,7,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","Nope,","Hey, wait a minute. No,",he does not.,he is not.
2933,163,8,False,arc,Jorge,Mario,"The musician, who is a proud New Yorker, frequently gives extreme opinions without backing them up.","Nope,","Hang on a minute. No,",he is not.,he does not.
2934,163,8,True,arc,Jorge,Mario,"The musician, who frequently gives extreme opinions without backing them up, is a proud New Yorker.","Nope,","Hang on a minute. No,",he does not.,he is not.
2935,164,0,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","No,","Wait no,",he is not.,he does not.
2936,164,0,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","No,","Wait no,",he does not.,he is not.
2937,164,1,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","No,","Hey, wait a minute. No,",he is not.,he does not.
2938,164,1,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","No,","Hey, wait a minute. No,",he does not.,he is not.
2939,164,2,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","No,","Hang on a minute. No,",he is not.,he does not.
2940,164,2,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","No,","Hang on a minute. No,",he does not.,he is not.
2941,164,3,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","Thats not true. No,","Wait no,",he is not.,he does not.
2942,164,3,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","Thats not true. No,","Wait no,",he does not.,he is not.
2943,164,4,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","Thats not true. No,","Hey, wait a minute. No,",he is not.,he does not.
2944,164,4,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he is not.
2945,164,5,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","Thats not true. No,","Hang on a minute. No,",he is not.,he does not.
2946,164,5,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","Thats not true. No,","Hang on a minute. No,",he does not.,he is not.
2947,164,6,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","Nope,","Wait no,",he is not.,he does not.
2948,164,6,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","Nope,","Wait no,",he does not.,he is not.
2949,164,7,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","Nope,","Hey, wait a minute. No,",he is not.,he does not.
2950,164,7,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","Nope,","Hey, wait a minute. No,",he does not.,he is not.
2951,164,8,False,arc,Carter,Isabel,"The anthropologist, who is standing next to the tree, usually trains all year for the national competition.","Nope,","Hang on a minute. No,",he is not.,he does not.
2952,164,8,True,arc,Carter,Isabel,"The anthropologist, who usually trains all year for the national competition, is standing next to the tree.","Nope,","Hang on a minute. No,",he does not.,he is not.
2953,165,0,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","No,","Wait no,",he is not.,he does not.
2954,165,0,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","No,","Wait no,",he does not.,he is not.
2955,165,1,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","No,","Hey, wait a minute. No,",he is not.,he does not.
2956,165,1,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","No,","Hey, wait a minute. No,",he does not.,he is not.
2957,165,2,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","No,","Hang on a minute. No,",he is not.,he does not.
2958,165,2,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","No,","Hang on a minute. No,",he does not.,he is not.
2959,165,3,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","Thats not true. No,","Wait no,",he is not.,he does not.
2960,165,3,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","Thats not true. No,","Wait no,",he does not.,he is not.
2961,165,4,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","Thats not true. No,","Hey, wait a minute. No,",he is not.,he does not.
2962,165,4,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he is not.
2963,165,5,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","Thats not true. No,","Hang on a minute. No,",he is not.,he does not.
2964,165,5,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","Thats not true. No,","Hang on a minute. No,",he does not.,he is not.
2965,165,6,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","Nope,","Wait no,",he is not.,he does not.
2966,165,6,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","Nope,","Wait no,",he does not.,he is not.
2967,165,7,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","Nope,","Hey, wait a minute. No,",he is not.,he does not.
2968,165,7,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","Nope,","Hey, wait a minute. No,",he does not.,he is not.
2969,165,8,False,arc,Alex,Madeline,"The dentist, who is a cordial person, enjoys having barbecues near the beach.","Nope,","Hang on a minute. No,",he is not.,he does not.
2970,165,8,True,arc,Alex,Madeline,"The dentist, who enjoys having barbecues near the beach, is a cordial person.","Nope,","Hang on a minute. No,",he does not.,he is not.
2971,166,0,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","No,","Wait no,",she is not.,she does not.
2972,166,0,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","No,","Wait no,",she does not.,she is not.
2973,166,1,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","No,","Hey, wait a minute. No,",she is not.,she does not.
2974,166,1,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","No,","Hey, wait a minute. No,",she does not.,she is not.
2975,166,2,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","No,","Hang on a minute. No,",she is not.,she does not.
2976,166,2,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","No,","Hang on a minute. No,",she does not.,she is not.
2977,166,3,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","Thats not true. No,","Wait no,",she is not.,she does not.
2978,166,3,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","Thats not true. No,","Wait no,",she does not.,she is not.
2979,166,4,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","Thats not true. No,","Hey, wait a minute. No,",she is not.,she does not.
2980,166,4,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she is not.
2981,166,5,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","Thats not true. No,","Hang on a minute. No,",she is not.,she does not.
2982,166,5,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","Thats not true. No,","Hang on a minute. No,",she does not.,she is not.
2983,166,6,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","Nope,","Wait no,",she is not.,she does not.
2984,166,6,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","Nope,","Wait no,",she does not.,she is not.
2985,166,7,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","Nope,","Hey, wait a minute. No,",she is not.,she does not.
2986,166,7,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","Nope,","Hey, wait a minute. No,",she does not.,she is not.
2987,166,8,False,arc,Danielle,Ava,"The tenant, who is about to fall asleep, rides a bike to the nearest park.","Nope,","Hang on a minute. No,",she is not.,she does not.
2988,166,8,True,arc,Danielle,Ava,"The tenant, who rides a bike to the nearest park, is about to fall asleep.","Nope,","Hang on a minute. No,",she does not.,she is not.
2989,167,0,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","No,","Wait no,",she is not.,she does not.
2990,167,0,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","No,","Wait no,",she does not.,she is not.
2991,167,1,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","No,","Hey, wait a minute. No,",she is not.,she does not.
2992,167,1,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","No,","Hey, wait a minute. No,",she does not.,she is not.
2993,167,2,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","No,","Hang on a minute. No,",she is not.,she does not.
2994,167,2,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","No,","Hang on a minute. No,",she does not.,she is not.
2995,167,3,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","Thats not true. No,","Wait no,",she is not.,she does not.
2996,167,3,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","Thats not true. No,","Wait no,",she does not.,she is not.
2997,167,4,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","Thats not true. No,","Hey, wait a minute. No,",she is not.,she does not.
2998,167,4,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she is not.
2999,167,5,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","Thats not true. No,","Hang on a minute. No,",she is not.,she does not.
3000,167,5,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","Thats not true. No,","Hang on a minute. No,",she does not.,she is not.
3001,167,6,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","Nope,","Wait no,",she is not.,she does not.
3002,167,6,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","Nope,","Wait no,",she does not.,she is not.
3003,167,7,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","Nope,","Hey, wait a minute. No,",she is not.,she does not.
3004,167,7,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","Nope,","Hey, wait a minute. No,",she does not.,she is not.
3005,167,8,False,arc,Claire,Vincent,"The diver, who is reading a newly released sci-fi book, takes a vitamin everyday.","Nope,","Hang on a minute. No,",she is not.,she does not.
3006,167,8,True,arc,Claire,Vincent,"The diver, who takes a vitamin everyday, is reading a newly released sci-fi book.","Nope,","Hang on a minute. No,",she does not.,she is not.
3007,168,0,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","No,","Wait no,",she is not.,she does not.
3008,168,0,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","No,","Wait no,",she does not.,she is not.
3009,168,1,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","No,","Hey, wait a minute. No,",she is not.,she does not.
3010,168,1,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","No,","Hey, wait a minute. No,",she does not.,she is not.
3011,168,2,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","No,","Hang on a minute. No,",she is not.,she does not.
3012,168,2,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","No,","Hang on a minute. No,",she does not.,she is not.
3013,168,3,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","Thats not true. No,","Wait no,",she is not.,she does not.
3014,168,3,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","Thats not true. No,","Wait no,",she does not.,she is not.
3015,168,4,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","Thats not true. No,","Hey, wait a minute. No,",she is not.,she does not.
3016,168,4,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","Thats not true. No,","Hey, wait a minute. No,",she does not.,she is not.
3017,168,5,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","Thats not true. No,","Hang on a minute. No,",she is not.,she does not.
3018,168,5,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","Thats not true. No,","Hang on a minute. No,",she does not.,she is not.
3019,168,6,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","Nope,","Wait no,",she is not.,she does not.
3020,168,6,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","Nope,","Wait no,",she does not.,she is not.
3021,168,7,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","Nope,","Hey, wait a minute. No,",she is not.,she does not.
3022,168,7,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","Nope,","Hey, wait a minute. No,",she does not.,she is not.
3023,168,8,False,arc,Ava,Sara,"The director, who is learning Spanish, hates horror movies.","Nope,","Hang on a minute. No,",she is not.,she does not.
3024,168,8,True,arc,Ava,Sara,"The director, who hates horror movies, is learning Spanish.","Nope,","Hang on a minute. No,",she does not.,she is not.
3025,169,0,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","No,","Wait no,",he is not.,he does not.
3026,169,0,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","No,","Wait no,",he does not.,he is not.
3027,169,1,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","No,","Hey, wait a minute. No,",he is not.,he does not.
3028,169,1,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","No,","Hey, wait a minute. No,",he does not.,he is not.
3029,169,2,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","No,","Hang on a minute. No,",he is not.,he does not.
3030,169,2,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","No,","Hang on a minute. No,",he does not.,he is not.
3031,169,3,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","Thats not true. No,","Wait no,",he is not.,he does not.
3032,169,3,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","Thats not true. No,","Wait no,",he does not.,he is not.
3033,169,4,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","Thats not true. No,","Hey, wait a minute. No,",he is not.,he does not.
3034,169,4,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","Thats not true. No,","Hey, wait a minute. No,",he does not.,he is not.
3035,169,5,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","Thats not true. No,","Hang on a minute. No,",he is not.,he does not.
3036,169,5,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","Thats not true. No,","Hang on a minute. No,",he does not.,he is not.
3037,169,6,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","Nope,","Wait no,",he is not.,he does not.
3038,169,6,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","Nope,","Wait no,",he does not.,he is not.
3039,169,7,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","Nope,","Hey, wait a minute. No,",he is not.,he does not.
3040,169,7,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","Nope,","Hey, wait a minute. No,",he does not.,he is not.
3041,169,8,False,arc,Javier,Jocelyn,"The writer, who is standing next to the tree, hates horror movies.","Nope,","Hang on a minute. No,",he is not.,he does not.
3042,169,8,True,arc,Javier,Jocelyn,"The writer, who hates horror movies, is standing next to the tree.","Nope,","Hang on a minute. No,",he does not.,he is not.
3043,170,0,False,arc,Payton,Kendra,"The make-up artist, who is eccentric and difficult to control, usually drives three hours a day.","No,","Wait no,",he is not.,he does not.
