item,verb1,verb2,subj,vp1,vp2,prn,name1,name2,continuation,continuation_type,vp,continuation_id
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,"Because of that, she had to cancel her first appointment.",situational inference,1,7
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,But glad that didn't happen in the middle of a highway.,situational inference,1,8
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,"It couldn't have come at a worse time, right before she had an interview.",situational inference,1,9
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,That's bizarre because she bought her car just last week!,situational inference,1,10
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,"It took longer than expected to fix, and so she couldn't make it to meeting.",event association,1,11
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,She had no idea how long it would take to resolve it.,event association,1,12
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,She didn't realize how long the repair would take.,event association,1,13
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,Luckily she remembered to call the insurance company to resolve the issue.,event association,1,14
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,But she had a spare in her trunk.,event association,1,15
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,"In fact, she was having an argument with the nurse.",lexical overlap,2,1
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,"But wait, all nurses are tall.",lexical overlap,2,2
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,There are two tall nurses -- which one?,lexical overlap,2,3
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,She wasn't just talking -- she was yelling at the nurse.,lexical overlap,2,4
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,What were they talking about?,lexical overlap,2,5
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,Apparently the new equipment had some issues.,situational inference,2,6
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,I thought they had a really bad fight!,situational inference,2,7
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,It's because the outcomes of the recent test don't look good.,situational inference,2,8
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,I heard the clinic was going through major layoffs.,situational inference,2,9
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,She's trying to identify the person who leaked sensitive information.,situational inference,2,10
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,They were discussing the patient's condition.,event association,2,11
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,They were debating over the recent changes in the clinic's protocol.,event association,2,12
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,They wanted to clarify some details with patient treatment.,event association,2,13
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,They had some disagreement on the upcoming procedures.,event association,2,14
14,did,was,The optician,had a flat tire,was talking to the tall nurse,she,Cole,Shelby,She was walking through the instructions before the patient's eye exam.,event association,2,15
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Apparently his mom is a quite famous translator.,lexical overlap,1,1
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,"Well, he had so many other dreams.",lexical overlap,1,2
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,That wasn't the only dream he had.,lexical overlap,1,3
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,He no longer wants to become a translator.,lexical overlap,1,4
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,He now trains people to become a translator.,lexical overlap,1,5
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,But life took her down a different path.,situational inference,1,6
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,His interests evolved into something else entirely.,situational inference,1,7
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,But something else sparked him with a new passion.,situational inference,1,8
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,But that was just a childhood dream.,situational inference,1,9
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,But now he seems like someone who's lost hope.,situational inference,1,10
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,It's understandable because he speaks so many different languages.,event association,1,11
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,His career pivot came after working as a bilingual assistant in a non-profit.,event association,1,12
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,I think he even majored in linguistics or a foreign language.,event association,1,13
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,That explains why he works as a part-time interpreter.,event association,1,14
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Is that how he started tutoring you?,event association,1,15
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Why was he in the newspaper?,lexical overlap,2,1
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Not just newspapers but magainzes as well!,lexical overlap,2,2
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,He was mentioned for his involvement in the community garden project.,lexical overlap,2,3
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Which newspaper?,lexical overlap,2,4
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,I don't think he deserves to be featured in a newspaper.,lexical overlap,2,5
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,He is now a celebrity!,situational inference,2,6
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Did he do anything wrong?,situational inference,2,7
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,No wonder he's been receiving so many calls from his friends!,situational inference,2,8
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,His parents must be so proud of him.,situational inference,2,9
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,It's because he played a major role during the disaster relief.,situational inference,2,10
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Even in magainzes!,event association,2,11
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,He must have done something truly impactful to be featured.,event association,2,12
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,He's now getting interview requests.,event association,2,13
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,I've been seeing his interviews a lot lately.,event association,2,14
15,did,was,The volunteer,used to dream to become a translator,was mentioned in the newspaper,he,Carly,Heather,Even the local radio station talked about him!,event association,2,15
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Why did he need carrots?,lexical overlap,1,1
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Why Target?,lexical overlap,1,2
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Are carrots important for inspection?,lexical overlap,1,3
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,He must be a big fan of carrots.,lexical overlap,1,4
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I didn't know he likes carrots.,lexical overlap,1,5
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I guess there wasn't a local grocery store nearby.,situational inference,1,6
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Sounds like he's undercover in the produce aisle.,situational inference,1,7
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Is that what he's interrogating next?,situational inference,1,8
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Maybe he's trying to have a better eyesight to see things more clearly!,situational inference,1,9
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I heard that he's on a diet.,situational inference,1,10
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,He said he was in the mood for something healthy.,event association,1,11
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,"Not just that, he got a whole ingredient for baking a cake.",event association,1,12
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I wonder what kind of meal he's preparing for.,event association,1,13
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I'm curious if he's trying out a new recipe.,event association,1,14
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,It's probably for his dinner.,event association,1,15
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,How did he get isolated for so long?,lexical overlap,2,1
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,For how long?,lexical overlap,2,2
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Did he like being isolated?,lexical overlap,2,3
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Did he lose contact with his families while he was isolated?,lexical overlap,2,4
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I would go crazy if I ever get isolated from the society.,lexical overlap,2,5
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,It's no surprise he struggles with trust.,situational inference,2,6
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I wonder how he managed to deal with loneliness.,situational inference,2,7
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,He was stranded in an island for four years.,situational inference,2,8
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Wasn't he stationed at that outpost?,situational inference,2,9
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,"It's similar to what happened during his stint in the mountains, isn't it?",situational inference,2,10
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,It must have been difficult for him to reconnect with people.,event association,2,11
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,I imagine it's been hard for him to reintegrate.,event association,2,12
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,It sounds like he had to figure out ways to cope with being alone.,event association,2,13
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,Being separated from people sounds quite challenging.,event association,2,14
16,did,was,The inspector,went to Target to buy some carrots,was isolated from society for a long time,he,Ricardo,Peter,How did he survive being secluded?,event association,2,15
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,What's a cake-baking contest?,lexical overlap,1,1
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,Is it a renowned contest?,lexical overlap,1,2
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,Where did the contest happen?,lexical overlap,1,3
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I didn't know he was into cake-baking.,lexical overlap,1,4
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I wonder how long he prepared for the contest.,lexical overlap,1,5
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I'll call him for my next birthday!,situational inference,1,6
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,It’s clear he has a real gift for creating something exceptional.,situational inference,1,7
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,That will definitely boost his catering business.,situational inference,1,8
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,It sounds like he found a new career.,situational inference,1,9
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,"Yes, I heard even the judges licked their plates!",situational inference,1,10
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,He was last year's winner!,event association,1,11
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,He never loses anything.,event association,1,12
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,i heard his brother got the second prize.,event association,1,13
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,"The competition must have been tough, but he pulled through.",event association,1,14
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,The judges must have been impressed by the flavor and presentation.,event association,1,15
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,"Honestly, I'd feel sorry for the landlord too.",lexical overlap,2,1
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,Every night?,lexical overlap,2,2
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I feel bad for the landlord.,lexical overlap,2,3
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I don't blame him because the landlord hasn't been taking care of the heater.,lexical overlap,2,4
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I get why the landlord might be fed up.,lexical overlap,2,5
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,That must have been exhausting for both.,situational inference,2,6
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,That's some next-level stalking!,situational inference,2,7
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,It sounds like someone needs to change their number.,situational inference,2,8
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I bet someone's phone was always on silent.,situational inference,2,9
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,Someone definitely needed a little chill.,situational inference,2,10
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,Was it related to overdue rent?,event association,2,11
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I guess the building had persistent issues.,event association,2,12
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,Was there some ongoing dispute?,event association,2,13
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,I bet it was about a leaky pipe.,event association,2,14
17,did,would,The attendant,won the annual cake-baking contest,would call the landlord every night,he,Andres,Shawn,Was it about repairs or something more serious?,event association,2,15
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,What was the nightmare?,lexical overlap,1,1
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Are you sure he wasn't confused with his editor just calling him?,lexical overlap,1,2
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,I wonder what triggered the nightmare after so many years.,lexical overlap,1,3
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Do you think his writing topics influenced the nightmare?,lexical overlap,1,4
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,"No, he said he had a nightmare just last week too.",lexical overlap,1,5
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Maybe that recent event stirred those old fears.,situational inference,1,6
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,I heard he had a loss in his family recently.,situational inference,1,7
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,That movie last night might be the culprit.,situational inference,1,8
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Freud might say it's a manifestation of unresolved issues surfacing.,situational inference,1,9
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,"I bet it was about accidentally hitting ""Reply All.""",situational inference,1,10
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Maybe he dreamed he missed his column deadline.,event association,1,11
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Bet he dreamed he showed up to a live interview unprepared.,event association,1,12
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Was his dream about forgetting the name of the interviewee?,event association,1,13
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Perhaps he dreamed about catching a typo on his front page article.,event association,1,14
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Was the dream about the deadline?,event association,1,15
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,I think he was in the park for some blind dates.,lexical overlap,2,1
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,"He would read anywhere, not just at the park.",lexical overlap,2,2
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,What kind of books did he enjoy reading?,lexical overlap,2,3
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Which park?,lexical overlap,2,4
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,That's surprising; I've never seen him read books.,lexical overlap,2,5
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,He enjoyed it except for some random strangers trying to talking to him.,situational inference,2,6
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,"Yes, until some teenagers would begin their impromptu yoga class right next to him.",situational inference,2,7
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Were the flocking pigeons part of his activity?,situational inference,2,8
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Except for the times when an ice cream truck had loud music playing.,situational inference,2,9
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,But he didn't like when kids ran around yelling.,situational inference,2,10
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,That's a good way to take a break.,event association,2,11
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,That sounds quite peaceful.,event association,2,12
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,Is that his favorite pasttime?,event association,2,13
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,He really enjoyed the tranquility there.,event association,2,14
18,did,would,The columnist,had a nightmare for the first time in years,would read books at a park nearby,he,Adriana,Mitchell,"Right, he would be often spotted under a tree, scribbling notes as he read.",event association,2,15
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,That's awesome she got finally engaged!,lexical overlap,1,1
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,I thought she was already engaged last month?,lexical overlap,1,2
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Who did she get engaged to?,lexical overlap,1,3
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,That took long for her to get engaged.,lexical overlap,1,4
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,It's great to hear that she's officially engaged now!,lexical overlap,1,5
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,I bet she's looking forward to the future!,situational inference,1,6
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Will she stop coming to take care of kids now?,situational inference,1,7
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,"I guess now we know what her next ""commitment"" is!",situational inference,1,8
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Is she still going to have time to babysit?,situational inference,1,9
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,I'm not sure if she's ready for a new chapter in her life.,situational inference,1,10
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,I wonder when the wedding will be.,event association,1,11
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Did she mention how the proposal went?,event association,1,12
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Do we get to meet the lucky partner?,event association,1,13
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,I hope she juggles well he nanny duties with wedding prep.,event association,1,14
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Is she already planning the details of the wedding?,event association,1,15
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Bananas were her go-to choice during those late hours.,lexical overlap,2,1
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,"All sorts of fruit, actually, not just bananas.",lexical overlap,2,2
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,"Yes, every night, without fail.",lexical overlap,2,3
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,I think she eats nothing but bananas.,lexical overlap,2,4
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,"Not bananas, but papayas.",lexical overlap,2,5
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,She probably wanted something light.,situational inference,2,6
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,A secret monkey in disguise?,situational inference,2,7
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Perhaps she thought that would help her stay a-peel-ling the next day.,situational inference,2,8
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,That's a healthy habit.,situational inference,2,9
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Maybe it was her way of keeping energy up.,situational inference,2,10
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,"I mean, it is the perfect food to grab quickly.",event association,2,11
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,I think it's the ideal snack to grab on the go.,event association,2,12
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,And no other fruits?,event association,2,13
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,Is she allergic to other fruits?,event association,2,14
19,did,would,The nanny,got engaged this month,would eat bananas at night,she,Arianna,Katie,That's why she always stopped by grocery stores!,event association,2,15
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,"Well, she's eager about anything.",lexical overlap,1,1
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,She has a home?,lexical overlap,1,2
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Why is she so eager?,lexical overlap,1,3
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,What is she so excited about?,lexical overlap,1,4
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Where does she call home?,lexical overlap,1,5
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,She probably has a warm meal waiting for her.,situational inference,1,6
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Maybe she's trying to beat the rush hour traffic.,situational inference,1,7
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,"Yeah, it's about time when the kids return from school.",situational inference,1,8
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Her favorite TV is about to start.,situational inference,1,9
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,I bet -- she wore a jacket that was too light for today's weather.,situational inference,1,10
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Maybe she's eager to get back to his family.,event association,1,11
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,She's excited to lie down on her couch.,event association,1,12
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Where does she live?,event association,1,13
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,What is she so excited about?,event association,1,14
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,What's making her so thrilled?,event association,1,15
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Those are special glasses customized just for her.,lexical overlap,2,1
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Those are safety glasses protecting her eyes from the sun.,lexical overlap,2,2
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Those glasses would help maintain clear sight without squinting.,lexical overlap,2,3
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,She said it's important to have a good pair of glasses especially when you're riding fast.,lexical overlap,2,4
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,Those glasses would come in handy when it's windy.,lexical overlap,2,5
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,She resembled a secret agent.,situational inference,2,6
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,It was because she didn't want to be recognized.,situational inference,2,7
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,That was her way of being in disguise.,situational inference,2,8
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,That was her way of going incognito.,situational inference,2,9
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,"She wanted to avoid drawing attention to herself, but it actually had the opposite effect.",situational inference,2,10
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,It's important to wear those since she rides in the daylight.,event association,2,11
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,She wears them to block the glare of the sun.,event association,2,12
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,They give her better visibility.,event association,2,13
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,It makes sense to shield the eyes from UV rays.,event association,2,14
20,did,would,The motorcyclist,seemed very eager to return home,would wear glasses in the day time,she,Garrett,Steven,"Yes, those are a must-have especially on sunny days.",event association,2,15
21,does,did,The nurse,has lots of interest in French cuisine,recently adopted a rescue dog,he,Marco,Elizabeth,And I heard he loves experimenting with French recipes.,lexical overlap,1,1
